"filename", "language", "Python", "XML", "Django txt", "toml", "JSON", "CSS", "JavaScript", "Django HTML", "Markdown", "comment", "blank", "total"
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/pt.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/ro.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/ru.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/sk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/sl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/sq.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/sr-Cyrl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/sr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/sv.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/th.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/tk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/tr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/uk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/vi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/zh-CN.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/i18n/zh-TW.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/select2.full.js", "JavaScript", 0, 0, 0, 0, 0, 0, 5102, 0, 0, 384, 1335, 6821
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/select2/select2.full.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/xregexp/LICENSE.txt", "Django txt", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/xregexp/xregexp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3138, 0, 0, 1271, 244, 4653
"/home/kubakin/Diplom/service/app/static/admin/js/vendor/xregexp/xregexp.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 129, 0, 0, 31, 1, 161
"/home/kubakin/Diplom/service/app/static/pagedown-extra/Markdown.Extra.js", "JavaScript", 0, 0, 0, 0, 0, 0, 602, 0, 0, 140, 133, 875
"/home/kubakin/Diplom/service/app/static/pagedown-extra/pagedown/Markdown.Converter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 518, 0, 0, 648, 235, 1401
"/home/kubakin/Diplom/service/app/static/pagedown.css", "CSS", 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 3, 23
"/home/kubakin/Diplom/service/app/static/pagedown/LICENSE.txt", "Django txt", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 10, 33
"/home/kubakin/Diplom/service/app/static/pagedown/Markdown.Converter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 589, 0, 0, 781, 253, 1623
"/home/kubakin/Diplom/service/app/static/pagedown/Markdown.Editor.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1577, 0, 0, 340, 416, 2333
"/home/kubakin/Diplom/service/app/static/pagedown/Markdown.Sanitizer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 84, 0, 0, 22, 19, 125
"/home/kubakin/Diplom/service/app/static/pagedown/README.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/kubakin/Diplom/service/app/static/pagedown/demo/browser/demo.css", "CSS", 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 21, 127
"/home/kubakin/Diplom/service/app/static/pagedown/demo/browser/demo.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 29, 102
"/home/kubakin/Diplom/service/app/static/pagedown/demo/node/demo.js", "JavaScript", 0, 0, 0, 0, 0, 0, 31, 0, 0, 3, 11, 45
"/home/kubakin/Diplom/service/app/static/pagedown/local/Markdown.local.fr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 3, 11, 43
"/home/kubakin/Diplom/service/app/static/pagedown/node-pagedown.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3
"/home/kubakin/Diplom/service/app/static/pagedown_init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 117, 0, 0, 4, 15, 136
